question,answer,Declarative_Text
"Were you aware, when you began at Philip Morris and afterward, that Philip Morris claimed no one had proven that smoking caused lung cancer in humans?",Say that one more time. I just lost you on the time frame.
"I am going a little fast, and if I go too fast for either one of you, feel free to let me know.",Okay.
"Were you aware, when you began at Philip Morris and afterward, that Philip Morris claimed no one had proven that smoking caused lung cancer in humans?","I certainly realize what our position was as a company, smoking was a risk factor. But the evidence wasn't there of causation as far as demonstration of mechanism, and that was the science foundation that Philip Morris's position was based on."
"So the answer is yes, you were aware that Philip Morris denied there was proof that smoking caused lung cancer; correct?","I don't know if I would use the word denied as much as I would say what I just answered as far as our position on smoking and health was based on the scientific foundation, that the mechanism by which disease was being caused by cigarette smoke had not been shown. That was the science position that Philip Morris had taken, certainly recognizing during that time frame that smoking was a risk factor in these diseases."
"And when Philip Morris changed that position, that was not a change based on science, correct, that was a policy decision on the part of the company?","You are correct, there was a positional change of Philip Morris for numerous reasons about 1 9 9 9 ."
"So t h e s c i e n c e i n 1998 was n o t m a t e r i a l l y different from the science in 1999, Philip Morris just decided, as a corporate position, that it would admit that smoking caused lung cancer in human beings; correct?","You are right in saying that it was a positional change in '99, to agree that smoking caused lung cancer, yes."
And there was no material change in the underlying science that you or Philip Morris could point to to say that is the reason for the change; right?,"There was no scientific breakthrough in that time frame. As I said, it was a positional change that Philip Morris adopted."
"Did you, as a scientist working at Philip Morris, believe Philip Morris's position at the time that you began there, that is?","Just so we are clear, are you asking me did I in 1995?"
"Yes, sir.","Okay. Thank you. I understood their position, I really did. As I said, I'd always believed that smoking was a risk for disease, I always believed as a kid that smoking was dangerous, but I understood the science, the foundation by which Philip Morris's position was built on, and I understood that in '95, so I accepted it as a science foundation, I still had my own beliefs though."
"Well, I guess that's what I am trying to tease out. Were your beliefs, as a scientist, the same as the position articulated by Philip Morris as a company at the time you began working with Philip Morris?","As I said, my beliefs -- let me use my beliefs as a lay person, okay, because my beliefs started before I was a trained scientist. I certainly understood their position, I understood American Tobacco's position, and certainly accepted the fact that that was built on a science foundation, and so I understood that position, and it was a factual position."
Right. Did you agree with it?,I agreed that it was a factual scientific-based position.
"Now, my question is did you agree with it substantively. I understand you looked at Philip Morris's position and you said I understand the scientific basis for Philip Morris's position, you have just told me that; right?",Uh-huh.
"My question goes one step further. ""When you analyzed Philip Morris's position, which you just told me you understood, did you agree with it or did you disagree with it?",I agreed with it.
Okay. Did you change your mind at some point about whether it was merely a risk factor versus an actual cause of disease in humans?,"No. Let me be clear again. I mean the position I agreed with was, you know, I will retell what I said, their position was built on science, where the mechanism of disease was not known, I certainly agreed with that, that's a fact. I certainly agreed that smoking was a risk factor, and I agreed with that. So that is where my agreement comes. Now, my beliefs, like I said, had always been that smoking was dangerous."
"Dangerous enough to cause lung cancer in humans? A Q Absolutely, yes. The first part of the answer, that's true today, correct, that smoking is a risk factor and that we don't understand the specific mechanism; is that right?","You are correct, and then, again, that's why in '99 it was a positional change to agree with where the public health was, to get back in step with where the public health was, for numerous reasons which, again, I do agree with."
"Are you aware that when you began at Philip Morris and for several years afterward, Philip Morris claimed that nicotine was not addictive?",If you can ask me the question again.
"Sure. Were you aware, when you began at Philip Morris -- let me just stop there, and I will cut out the afterward. Were you aware, when you began at Philip Morris, that Philip Morris claimed nicotine was not addictive?","Philip Morris's position was based on the fact -- in that time frame, so I started in '95, just so we are clear, '88, the definition of addiction had changed, the criteria had been loosened up tremendously by the Surgeon General and others, and so Philip Morris's position was that it really contested the standard by which addiction was defined. Okay. I mean they certainly understood the standard before '88, they certainly understood the standard post '88, and their position was really a question against the standard associated with what demonstrates addiction. That was our position until about '99."
Right. Have you seen the testimony of the executives in the Waxman hearing where they put their hands up under oath and say I believe nicotine is not addictive or some variation thereof? 16 A So you are talking about the testimony?,
Yes.,"Yes, I have seen that."
"All right. So you were aware, when you came in '95 -- Had you seen that before 1995?","Yes. I saw it live, I guess."
"Okay. So you were aware, before you came to Philip Morris, that Philip Morris's -- the head of Philip Morris at least took the position under oath that nicotine was not addictive; right?","Yes, and certainly during that whole hearing -- I mean what you are talking about is kind of the sound bite that gets played on occasion. And certainly, when you listen to all the testimony that Philip Morris through their scientists had made, explaining why they didn't believe that cigarettes were addictive and that the definition that they subscribed to or we subscribed to as a company was really the pre-'98, so it was really clear what their position was."
"Let me mark -- I will go ahead and mark this as number 4, I haven't gotten to 1 to 3 yet, but as long as we are on the subject. NOTE: Page 14 from 1988 Surgeon General Nicotine Addiction report was marked as Jupe Exhibit No. 4.",
"This is an excerpt from the 1988 Surgeon General's report, which you were just discussing. I have taken some of the chapter conclusions and specifically page 14 out of the report, and I want to look at number 2 under Chapter IV, Tobacco Use as Drug D e p e n d e n c e . F i r s t o f a l l , t h i s i s t h e same r e p o r t y o u w e r e just referring to when you said the definition of addiction had changed in '88; correct?",Yes.
"An excerpt from the report, to be clear.",Yes.
"It states under number 2, Nicotine is the drug in tobacco that causes addiction. And that's true, correct, true today?",It certainly is believed by many that nicotine plays a role in addiction for some of those people who are addicted.
"Right. Philip Morris's position today is that if people want to know about smoking and health issues including addiction, they should go to public health authorities including, for example, the Surgeon General; correct?","So we are clear, Philip Morris's position is for people interested about smoking and smoking health should get their information from the public health community?"
"Yes, sir.",Of which the Surgeon General is considered part of that public health community?
Correct. That's correct; right?,Yes.
And the Surgeon General today takes the position that nicotine is at least a drug in tobacco that causes addiction; right?,"I think that is -- a pretty decent representation of where the Surgeon General is, yes."
"Okay. And that was true in 1998 as well, when this was written, right, that nicotine was the drug in tobacco that caused addiction?",Let me read this. May I take a couple of minutes to read this chapter?
Absolutely.,"Can you give -- This is kind of the introduction part of the report, isn't it?"
Correct.,"It is a summation of the conclusions, if I remember correctly."
Right. This is a statement of the chapter conclusions that are given after each chapter as you go through the report.,Thank you.
"Okay. And back t o my q u e s t i o n , I am reading the first sentence again, nicotine is the drug in tobacco that causes addiction. That was true in 1988; correct?",That was true as far as the Surgeon General's position.
"Well, it is a true fact, is it not? I mean you just told me it is true today, nothing has changed about nicotine and cigarettes from 1988 to make that somehow untrue in 1988; right?","As I said, certainly a lot of studies have been done with nicotine and its effect on addiction and it is probably the most studied constituent in smoke and the most agreed to, if you will, constituent that plays a role in addiction."
"Let me ask you this way, because this is the way I will ask you at trial: The Surgeon General said in 1988 nicotine is the drug in tobacco that causes addiction. That was true then and it is true now; right?","From the Surgeon General, yes, yes."
And Philip Morris agrees that that is true today; correct?,We c e r t a i n l y a g r e e t h a t c i g a r e t t e smoking is addictive and we certainly realize that nicotine plays a role in addiction.
But Philip Morris does not today agree that nicotine is the drug in tobacco that causes addiction?,"I would say that there is no question that nicotine is in tobacco, nicotine plays a role in addiction and nicotine is considered by some as a drug. It doesn't meet all the definitions but I don't want to quibble about that. So I don't know if we have got a position on that as far as Philip Morris, I can just tell you what I know our position is at Philip Morris and kind of add what I think about it too."
"And to be clear, my question is about Philip Morris's position.",Yes.
"When you said it plays a role in addiction, it plays a causative role in addiction particularly; correct? It being nicotine.","You know, I don't know the answer to that question. I mean certainly addiction is not an area I study, appreciate that, so when you say nicotine plays a causative role, I don't know the answer."
You don't know whether nicotine causes addiction?,"You are asking mechanisms associated with addiction, and I am just telling you, clearly, that is not an area I studied or an area I can really offer opinion against."
"Okay. Well, you just told me nicotine plays a role in addiction. What role did you have in mind when you said that?","Maybe I don't know the role in a scientific mechanism, I don't. So when you say it is causative, I just don't know the answer to that question."
"No, I understand. You just told me that. My question is when you said nicotine plays a role in addiction, I am curious what then you meant by a role, what role does it play?","I mean we know cigarettes are addictive, that is clearly Philip Morris's position. We know nicotine is in cigarettes, continue that logic, and nicotine, as I said, plays a role. Now, how it plays the role, I guess that's what I am saying to you, I don't know."
Then how do you know it plays a role?,"I guess from reading what the literature says, okay."
"The second sentence says specifically, nicotine is psychoactive (""mood altering"") and can provide pleasurable effects. That is also a factually accurate statement; correct?","That's consistent with my knowledge, yes."
"Right. And that was a factually accurate statement in 1988, when it was made by the Surgeon General; correct?","Yes, evidently."
"The third sentence, nicotine can serve as a reinforcer to motivate tobacco-seeking and tobacco-using behavior. That is a factually accurate statement as well; correct?","Again, this is the statement of the Surgeon General."
I understand.,"Right. As I said, you are starting to get away layers of my knowledge and -- I can't answer that question either, whether it is motivation or behavioral aspects. Again, I certainly agree that nicotine plays a role in addiction, but now we are starting to get deeper and deeper, and I am not going to be able to offer you kind of my trained opinion on that."
Do you have any opinion about whether menthol acts as a reinforcer in cigarettes?,I have not seen anything that would suggest that to be true.
Is it your opinion that it does not?,"In my opinion, I don't think it does, no, again, from the science that I have read on that matter."
Is it your opinion that -- Do you have an opinion as to whether acetaldehyde is a reinforcer in cigarettes?,"I have certainly seen research around acetaldehyde and its potential role as a reinforcer. I think it has got the potential to be a reinforcer, the question that the science -- where the science is is at the level at which it is in cigarettes, is it a reinforcer, and that's the question."
"And so back to my first one, on menthol, it is your opinion, I think I just heard you saying, correct me if I am wrong, that menthol does not -- let me phrase it this way. Menthol does not enhance the addictiveness of cigarettes; correct?","That is, from what I have read on this topic, that's my opinion."
"Okay. And you just told me nicotine is far more widely studied, particularly its association with addiction than menthol; correct?","Yes, I think that's correct in saying that nicotine is more associated with addiction than menthol, or maybe I am not understanding your question."
"No, it is a bad question. I guess really my point is this, you have an opinion, I thought you might, on menthol given, you know, what is going on with the FDA and how it -- the role it plays or not in addiction, and I don't understand how you can have an opinion about menthol, about whether it plays a role or does not play a role, and we are talking about causation in addiction but not have one about nicotine, which you just told me is far more widely studied than menthol.",So now I am really confused.
"Okay. It is your opinion -- I will break it down. It is your opinion menthol does not play a causative role in addiction, you just told me that; correct?","Compared to non-menthol cigarettes, that's what I have read and that's what the science says."
Right. And what I don't understand is how you have the expertise to give that opinion about menthol but you don't have the expertise to give an opinion about the causative role or not that nicotine itself plays in cigarettes.,"So maybe -- let me see if I can play it back to you a little bit, and I will be repetitive, but you can tell me where we fall apart on this. No question, nicotine plays a role in addiction for some people, no question about it, heavily studied to your point in its role in addiction. Okay. I see the other question as a little bit different. You are asking me does menthol change the addictive potential of cigarettes."
Yes.,"And my opinion, from reading the science on that, is no, it doesn't change the addictive potential of cigarettes."
Does nicotine change the addictive potential of cigarettes?,I don't know how to answer that question because cigarettes are products with nicotine in them. I don't know of cigarettes without nicotine.
There have been cigarettes without nicotine; correct?,"There have been cigarettes with low nicotine, but I don't know of a cigarette without nicotine."
"Then let me ask you that question. Does a cigarette with higher, relatively higher nicotine change the addictive potential of a cigarette as compared to one with very low nicotine?","Again, from what I have read on this matter on a relative scale, I have not seen any information in any science that would say that one cigarette, regardless of its design or nicotine level, is any more or less addictive than another cigarette. In conclusion, as our position states, cigarettes are addictive, period."
And nicotine is addictive?,"Yes, it is."
"And what does addictive mean in that statement, you told me our position is cigarettes are addictive or cigarette smoking? I may have misheard.","Cigarettes, cigarette smoking, I see them as the same thing."
"When Philip Morris articulates that position, as you have just articulated it to me, what does the word addictive mean in that sentence?","It is consistent with, if you will, the ADA definition criteria associated with addiction, 8 cigarette smoking meets that definition from the change in definition by the Surgeon General."
Which would include the fact that nicotine is a reinforcer to motivate tobacco-seeking and tobacco-using behavior; correct?,"It could well be that, yes. Again, I am trying my best to answer your question, you are just asking me levels around addiction that I just don't hold myself out as overly knowledgeable or studied in that area."
"No, and I understand, and I don't want to go beyond the contours of your expertise, but when you articulate Philip Morris's position such as smoking, cigarette smoking is addictive, I am just trying to explore, and I have seen you give that testimony at previous trials, so it is clearly something you feel confident to discuss. I am just trying to figure out what it means when you say that, and I understand you have just told me addictive in that statement means as per the 1988 Surgeon General's report; correct?","Per the change in definition of addiction, yes."
"Right. Which, again, includes the fact, I think you just agreed, as we can see in the '88 report itself, that nicotine can serve as a reinforcer to motive tobacco-seeking and tobacco-using behavior.",
"When you say that it includes as per the 1988 report, I am asking does that include this sentence?","Again, I don't want to confuse kind of summaries of conclusions of chapters with what is the definition standard for addiction. Does that make sense, Mr. Schultz? I don't know if this sentence means it is a solid part of the definition, that's why I am kind of reluctant to kind of give you my opinion because I see it outside of my area. So definitionally, whatever that definition is for addiction, we agree that cigarettes meet that standard. I am not saying -- excuse me. I don't believe that this is part of the definition. Do you understand what I am saying?"
I think I do.,Okay.
We will talk about it a little more --,Okay.
-- later on. Did you review any documents in preparing for the deposition today?,"I have reviewed, I think you have got them in front of me, these documents."
"The notice, the disclosure and the reliance list?",Yes. NOTE: Second Amended Notice of Case-Specific Discovery Video Deposition Duces Tecum of Defense Expert Richard Jupe was marked as Jupe Exhibit No. 1. NOTE: Document entitled Defendant Philip Morris USA Inc.'s Amended Expert Witness Disclosure was marked as Jupe Exhibit No. 2. Document entitled List of Materials Reviewed by Mr. Richard Jupe was marked as Jupe Exhibit No. 3.
"Those are marked as 1, 2 and 3 to the deposition, and that's the extent, the full extent of the documents you reviewed in anticipation of testifying today?","That is true. I did look at a couple of documents associated with my reliance list, as I typically do."
Anything that was specific to Lamar Danielson or the Danielson case?,No.
What was your purpose in reviewing the interrogatory answers?,"When I come to trial, I always like to understand a little bit about the smoker. Sometimes in depositions, trial, I get asked about the type of cigarette that the smoker smoked, and so I would like to understand that. But really, the information that is important to me and some of the deposition -- some of the testimony I give is around that cigarette in some cases, so I typically look to see what that smoker smoked."
"And as I understand it, I just heard, Mr. Jupe, it is your understanding you won't give any -- in fact, this is a question I had later in my outline anyway -- any testimony specific to Lamar Danielson or his family?","No, I will not."
"In reviewing the interrogatories and all the materials that you reviewed, is it your understanding he smoked Marlboro?",It is.
Did you see any reference to him smoking any other brand of cigarettes?,"No, I don't think there was anything, maybe a here and there, but it seemed to be Marlboro."
"Let me ask you, I want to go back before the time you ever gave your first deposition and ask for you, in whatever way is easiest, to ball park the amount of time you spent preparing to become a witness in these cases.","So you are talking in general, you are not talking about this specific case?"
"Correct. Reviewing documents, meeting with lawyers, whatever it was you had to do to gear up, if you will, to testify for the first time.","The way I think about this is that I have been doing this since the first day I worked for tobacco is I have been building my knowledge base, and a lot of the testimony that you have evidently read is associated with what I do for a living, so the design of cigarettes, the materials, the ingredients, et 11 cetera, the smoke, is something that I have done for years. Okay. Had I met with attorneys before I went to my first trial? Absolutely. That was really a matter of --"
"At some point someone came to you, I presume a lawyer or someone within the company, and said we are going to need you or, if you will, we would like to have you testify in these Engle cases; correct?","Generally, that's it, yes."
And do you know what year that happened?,I am trying to replay the history first. Late -- late 20 0 6 maybe.
"Had you testified before that, by the way? I mentioned Engle cases. For all I know, you have testified before then in tobacco cases.",I think on page 16 --
Of Exhibit 2?,Yes. I think the first time I gave some form of testimony was in 2008.
Okay.,I think that's right. So it was maybe 2006.
"So, for example, a couple of witnesses at RJR who -- vice presidents who sort of testify in the same capacity as you do told me they set aside a half an afternoon every Friday for, you know, six months, just to meet, talk about litigation, go over documents. You didn't do anything along those lines to prepare?","I would say my conversations was ad hoc, it wasn't as routine as what you just explained."
"All right. Have you, in preparing to testify, ever undergone, and, again, I don't mean this pejoratively, but a mock cross-examination?",I don't know how to answer your question.
"Fair enough. Look, here is -- let's see if we can agree on the ground rules. I am not allowed to know anything -- the substance of any conversation that you have had with attorneys for Philip Morris, you know, external or internal, and I was going to say I don't want to know, of course, I would love to know, but I don't want to find out. The fact that those conversations has occurred is not itself privileged, so when I ask you if you have ever undergone a mock cross-examination where someone asked you questions and someone pretends to cross-examine you, I don't even care if it is lawyers doing it, I am only asking about the fact, I don't want any content of anything that has been discussed.",
Can you tell me the date you first became aware of the Danielson case specifically?,"I can't tell you the date exactly. I want to say it was in the spring, April time frame."
Of 2014?,Yes.
"And we just established, you are not going to -- let me make it clear, you are not going to give any opinions that are particular to the Danielson case alone; correct? Let me ask it this way. Strike the last question. Do you intend to give any opinions in the Danielson case that you are giving only because it is the Danielson case and you wouldn't give in any other case?",My opinions will be consistent with the opinions I have shared in other cases. I certainly don't intend on offering any opinion about Mr. Danielson.
So do you intend -- and we may have an answer to that as well -- to talk about historic nicotine and tar deliveries in Marlboro cigarettes over time?,"Look, I mean when I put this expert disclosure together, these are the types of topics. What I am going to be asked to do at trial, overhearing what you just discussed, it appears that I am only going to be doing paragraph 2. I don't determine that, obviously."
Your expertise is in cigarette or includes cigarette design and product development; correct?,Yes.
"That includes historical development and design of cigarettes, regardless of whether you will be talking about it at trial; right?","Yes. Historic, yes."
It is within your area of expertise?,"It is, yes."
You are an expert in the use of ingredients in cigarettes?,Yes.
Have you reviewed the -- Strike that. Have you ever been involved in any studies or experiments at Philip Morris using human beings as subjects or participants?,"Well, I'm trying to think of the time frame. Philip Morris has conducted studies that has human beings involved in it. I have not conducted those studies. Does that make sense?"
"Yes, sir.","Okay. And we published against a lot of those studies, but I have not myself run a study like that."
"Let me ask you the same question. Since your tenure, involving non-human animals, animal experimentation not involving humans, has that been carried out by Philip Morris since your tenure?",Yes.
Have you been directly involved in any studies or experiments of that sort?,"I -- again, for these type of tests, animal studies, biological studies or in some cases clinical studies with people, I do not run, design or operate those studies. I may be developing cigarettes in support of those studies as prototypes or ingredients that we want to get approval for, but I don't have a direct involvement with how those studies get designed or executed. Does that make sense?"
Yes. Is there a behavioral department within R and D at Altria Client Services?,"I wouldn't call them a behavioral department, no."
What is the closest analog?,"Well, we have a health science research department that would conduct these types of clinical studies or animal studies or biological studies."
"Do you have one or a branch or a division or people within R and D that specifically study, you know, psychology of smoking? Let's start with them.","We have different disciplines of individuals on the staff. Whether we study psychology or we have a psychologist, I am not exactly sure, but it is all part of that health science research branch."
"If you have an organizational chart, if you have R and D -- are you at the top of that R and D?",No. No.
Who is at the top of that?,That would be the chief technology officer.
Who is?,"Jack Nelson, John Nelson."
"I will never remember this, if I don't do it this way. I am going to draw one out for myself. If I get something wrong -- I am not allowed to make you draw things, so I am not going to ask you to draw something. But I have got John Nelson at the top, where it is Altria Client Services, R and D; is that right?",Correct.
Who is underneath Mr. Nelson?,Me is one of them.
Okay. Who else?,Our engineering department.
All right. So engineering. Who is in charge of that?,Mark Cruise like a cruise liner.
"What is engineering in a sentence, what do they do?","Basically, that role is the development of machinery for the manufacture of cigarettes, if you will."
And so we have engineering. Product development?,Smokable product development.
Okay. What else do we have?,Then we have product development associated with smokeless.
Who is in charge of that?,"James Strickland, S-T-R-I-C-K-L-A-N-D."
"Are Mr. Strickland and Mr. Cruise, are they on the same level as you are organizationally?",Yes.
They both report to Mr. Nelson?,Yes.
Is there anyone else at this level?,Then you got the head of our analytical sciences.
Who is that?,"Gerd, G-E-R-D, Kobal, K-O-B-A-L. So that is the R and D and E structure."
And is health science research under analytical?,"No. It doesn't fall under R and D. If I had known that up front, I could have saved you some time. It is a completely different branch."
And who is in charge of that?,That would be James Dillard.
Do you know Mr. Dillard's expertise or his background?,"I don't know his training or his background. Sorry. But he is our regulatory affairs, product integrity and health science research."
This is also Altria Client Services?,Correct.
"So you have -- Let me go up a level. Altria Client Services, was that all one division, regulatory affairs, product integrity and health science research?",Yes.
And that's level with?,R and D.
R and D. And E you called it?,"Yes, R, D and E, research, design -- excuse me. Research, development and engineering."
Is there another --,Under ALCS?
Correct.,"We have a lot of groups under ALCS as far as a service group company. Just as an example, our law department falls under ALCS, finance falls under ALCS, HR falls under, procurement comes under ALCS."
"How about cigarette related, specifically cigarette related like the analytical or the regulatory or what have you?","Those two groups are really -- R and D is, obviously, the research and development, just as its name states, and then health science research, then you have -- those are really the science groups, if that makes sense, Mr. Schultz."
"Right. You may have told me, but who is in charge of health science research?",That was James Dillard.
"And analytical sciences, what do they do?","They are the individuals who develop methods, run methods for assessing cigarettes, tobacco, smoke, et cetera. Analytical methods."
"Is there anyone in that structure, the entire structure we have just described it, to your knowledge, who is studying ways to reduce the addictiveness of Philip Morris cigarettes?","So when we think about that, there is a couple of components to that whole element. If you think about what we discussed earlier as far as cigarette smoke and nicotine, the role of nicotine, we have people -- we just published a paper associated with high/low nicotine cigarettes and how people smoke them, so -- and that comes under our health science research branch. So we constantly look at trying to continue to build our knowledge associated with smoking and nicotine. We also realize that the FDA has expended a lot of resources in understanding smoking and addiction, and, you know, obviously, we support FDA in this area because we do need the standard setting body to understand if, indeed, there is a way, because currently nobody knows how to remove the addiction of the cigarette, so you really do need in science a standard, and that's what we are looking to the FDA for, to develop and establish a standard, if indeed it is possible."
I am going to unpack that a little bit and make sure I understood. No one right now scientifically speaking understands how to reduce the addictiveness of cigarettes?,That's correct.
And no one will understand that until you have a standard?,"That's my belief, yes. You don't know how to remove addiction unless you can have a standard for saying addiction is on less or off."
And y'all are researching that?,FDA is researching that.
Is Philip Morris or --,No.
ALCS?,"No, we are not looking at developing a standard for addiction, no."
"If you have to have a -- well, okay. So you are not working on developing a standard. Are you doing any other work that could be characterized as attempting to reduce the addictiveness of Philip Morris cigarettes?","As I said, we still study and understand the effect of nicotine and how people smoke cigarettes. Just talking about one of those papers, like I said, we just recently published, looking at the effect of nicotine in the body, we have done those types of studies. So absent a standard, absent a standard to determine addiction, then there is nothing that I think we can really do up until now until we understand what that standard looks like."
"So if I understand, you are studying nicotine and continue to study nicotine but not reduction of addiction as such because that's not possible; is that fair?",I wouldn't say it is not possible.
Not scientifically feasible given the absence of a standard?,"Almost. Without a standard, you don't know if you are successful, I think we agree with that. Unless you know what the goal is and what the number is, you can't reduce anything, you can't change anything without measuring it is kind of the principle we follow here. I mean, you know, we -- we talked about nicotine, its role in addiction. We have developed cigarettes over the years with essentially no nicotine in them, we have commercialized those cigarettes, okay, and we were told to take them off the market because they were more dangerous than regular cigarettes, so you can see kind of the conundrum that we face in that without a standard, if we were to try and do something, we would be accused of doing something wrong, and that's a fact because we were."
Was the marketing of a nicotine-free or virtually nicotine-free cigarette an attempt to reduce the addictiveness of Philip Morris cigarettes?,"When we developed those products, okay, when we designed those processes, it was pre-1988, okay, just as we discussed earlier today, cigarettes did not meet the standard for addiction. The whole work that we have done on removing or reducing nicotine was because it was believed nicotine had a negative role in cardiovascular, so the denic cigarettes as we called them, they had been in development for 20 plus years, the development of a method to remove the nicotine, and we had gone through different stages of trying to do this in a way that was commercial, repeatable and didn't leave you with a pile of mush type of thing, and it wasn't until the '80s that we were able to do that. Okay. So -- but it was driven out of the '60s, '70s and '80s by cardiovascular, okay, but -- I mean I think we will agree that, to the extent that public health says nicotine and addiction, nicotine's role in addiction, you can look back and say well, if any cigarette was going to be less addictive based on what the public health is thinking, it would have been that cigarette."
